customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
CUST-2887,Female,0,Yes,No,68,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.57,5584.78,No,No,No,Yes,No,No,Yes,0
CUST-2888,Male,0,No,Yes,39,Yes,No,One year,No,Mailed check,103.65,3331.78,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2889,Male,0,No,No,23,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),27.06,680.84,No,No,No,No,No,Yes,Yes,1
CUST-2890,Female,0,Yes,No,57,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),42.72,2807.55,No,Yes,No,No,Yes,No,No,0
CUST-2891,Male,0,No,No,27,No,Fiber optic,One year,Yes,Credit card (automatic),72.91,1649.22,No phone service,No,No,No,No,No,Yes,0
CUST-2892,Female,0,No,No,61,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),50.85,2662.26,Yes,No,No,No,Yes,Yes,No,0
CUST-2893,Male,0,No,No,24,Yes,Fiber optic,Month-to-month,No,Mailed check,117.99,2633.66,No,Yes,No,Yes,Yes,No,No,0
CUST-2894,Male,1,Yes,Yes,6,Yes,No,One year,No,Electronic check,63.69,409.46,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2895,Male,0,No,Yes,37,Yes,No,Month-to-month,No,Mailed check,109.84,4630.79,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2896,Female,0,Yes,No,70,No,Fiber optic,Month-to-month,No,Electronic check,112.81,8206.92,No phone service,No,No,No,No,No,No,0
CUST-2897,Male,0,Yes,Yes,44,Yes,Fiber optic,Two year,No,Credit card (automatic),44.32,2011.37,Yes,No,Yes,No,No,No,Yes,0
CUST-2898,Female,0,No,No,31,Yes,No,One year,No,Mailed check,51.06,1317.08,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2899,Female,1,Yes,No,31,Yes,Fiber optic,Month-to-month,Yes,Mailed check,50.83,1798.57,No,Yes,No,Yes,No,Yes,Yes,0
CUST-2900,Female,0,Yes,No,0,Yes,No,Two year,Yes,Electronic check,62.1,0.0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2901,Female,0,Yes,Yes,44,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),24.6,1068.81,No,No,No,No,No,No,No,1
CUST-2902,Male,0,Yes,Yes,63,Yes,No,One year,Yes,Mailed check,99.39,7152.44,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2903,Female,0,Yes,No,67,Yes,No,One year,No,Electronic check,31.4,2507.72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2904,Female,0,Yes,No,6,No,No,One year,No,Electronic check,108.06,612.78,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2905,Male,0,No,No,37,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),76.2,2686.31,No,No,No,No,No,No,Yes,0
CUST-2906,Female,0,Yes,No,69,Yes,Fiber optic,Two year,No,Mailed check,66.64,3706.42,Yes,Yes,No,No,Yes,No,No,0
CUST-2907,Male,0,No,No,52,Yes,Fiber optic,Month-to-month,No,Electronic check,84.66,5144.51,No,Yes,Yes,No,No,Yes,Yes,0
CUST-2908,Female,0,Yes,No,72,Yes,DSL,Month-to-month,No,Electronic check,112.03,7408.88,No,No,No,Yes,Yes,No,No,0
CUST-2909,Male,0,Yes,Yes,29,Yes,DSL,Month-to-month,Yes,Electronic check,48.07,1518.67,No,No,Yes,No,Yes,Yes,Yes,0
CUST-2910,Female,0,No,No,21,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.4,1001.1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2911,Male,0,Yes,No,57,Yes,Fiber optic,Month-to-month,No,Mailed check,55.42,2678.86,Yes,Yes,Yes,No,No,No,Yes,0
CUST-2912,Female,0,No,No,72,No,DSL,Month-to-month,No,Credit card (automatic),67.17,4922.58,No phone service,No,Yes,Yes,Yes,No,No,0
CUST-2913,Female,0,No,Yes,54,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),25.86,1228.49,Yes,Yes,No,Yes,Yes,No,No,1
CUST-2914,Male,0,Yes,No,45,Yes,DSL,Two year,Yes,Bank transfer (automatic),86.59,4636.03,No,No,Yes,Yes,Yes,Yes,No,0
CUST-2915,Male,0,No,No,25,Yes,Fiber optic,Month-to-month,Yes,Mailed check,70.6,1836.55,No,No,Yes,No,No,Yes,No,0
CUST-2916,Male,1,Yes,No,63,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.51,4632.63,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
CUST-2917,Male,1,No,Yes,8,Yes,No,Two year,No,Bank transfer (automatic),43.34,279.84,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2918,Female,0,No,No,14,Yes,DSL,Month-to-month,Yes,Electronic check,102.73,1684.36,No,Yes,No,Yes,No,No,No,0
CUST-2919,Female,0,No,No,18,Yes,DSL,Month-to-month,No,Electronic check,58.25,1123.45,Yes,Yes,No,No,Yes,Yes,Yes,1
CUST-2920,Male,0,Yes,No,15,Yes,DSL,Month-to-month,No,Bank transfer (automatic),83.8,1330.97,Yes,Yes,No,Yes,No,No,No,1
CUST-2921,Female,0,Yes,Yes,24,Yes,DSL,Month-to-month,No,Electronic check,42.38,1037.21,Yes,Yes,No,No,Yes,No,No,0
CUST-2922,Male,0,Yes,Yes,50,Yes,Fiber optic,Two year,No,Credit card (automatic),100.29,5197.21,No,No,Yes,Yes,Yes,No,Yes,0
CUST-2923,Male,0,Yes,Yes,45,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),48.37,2416.99,Yes,No,Yes,No,Yes,Yes,Yes,0
CUST-2924,Female,1,No,No,6,Yes,DSL,Month-to-month,No,Mailed check,110.88,748.14,No,No,No,No,Yes,Yes,Yes,0
CUST-2925,Female,0,No,No,33,Yes,DSL,Month-to-month,Yes,Credit card (automatic),63.96,1980.54,Yes,No,No,No,No,No,Yes,0
CUST-2926,Female,0,Yes,Yes,57,Yes,DSL,Month-to-month,No,Bank transfer (automatic),32.84,1634.89,Yes,No,Yes,No,No,Yes,Yes,0
CUST-2927,Female,0,No,Yes,22,No,No,Month-to-month,Yes,Mailed check,79.68,1496.59,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2928,Female,0,No,No,22,No,DSL,Month-to-month,No,Electronic check,74.19,1730.07,No phone service,No,No,No,Yes,Yes,Yes,1
CUST-2929,Female,0,No,No,16,Yes,DSL,One year,Yes,Credit card (automatic),60.6,1096.56,No,No,Yes,No,Yes,Yes,No,0
CUST-2930,Female,0,Yes,No,12,Yes,DSL,One year,Yes,Credit card (automatic),100.63,1303.03,No,No,No,Yes,No,Yes,No,1
CUST-2931,Male,0,Yes,No,26,Yes,Fiber optic,Two year,Yes,Electronic check,60.59,1439.98,Yes,Yes,No,No,No,No,No,0
CUST-2932,Male,0,No,No,65,Yes,Fiber optic,Two year,Yes,Credit card (automatic),31.94,2084.5,No,No,Yes,No,Yes,Yes,No,0
CUST-2933,Male,0,No,Yes,29,Yes,Fiber optic,One year,No,Electronic check,21.12,594.83,Yes,Yes,No,Yes,Yes,Yes,No,0
CUST-2934,Male,0,No,No,3,No,Fiber optic,Month-to-month,No,Electronic check,107.91,335.29,No phone service,No,No,Yes,Yes,No,No,0
CUST-2935,Male,0,No,No,66,Yes,DSL,Month-to-month,No,Credit card (automatic),65.15,4329.76,Yes,Yes,Yes,No,Yes,No,Yes,0
CUST-2936,Female,0,Yes,Yes,13,Yes,DSL,Month-to-month,No,Credit card (automatic),74.83,1013.07,Yes,No,Yes,Yes,Yes,Yes,Yes,0
CUST-2937,Male,0,No,No,10,No,No,Month-to-month,No,Bank transfer (automatic),29.78,243.5,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
CUST-2938,Male,1,Yes,No,39,Yes,No,Two year,Yes,Bank transfer (automatic),67.44,2963.06,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2939,Male,0,No,Yes,2,Yes,Fiber optic,Two year,No,Electronic check,71.85,142.94,Yes,No,No,No,No,No,Yes,1
CUST-2940,Male,1,No,Yes,0,Yes,DSL,Month-to-month,Yes,Electronic check,65.01,0.0,Yes,No,No,No,No,Yes,No,1
CUST-2941,Male,1,No,No,8,Yes,DSL,Month-to-month,Yes,Electronic check,114.14,887.09,Yes,No,No,No,No,Yes,No,1
CUST-2942,Male,0,No,No,72,Yes,Fiber optic,One year,Yes,Electronic check,75.67,4961.97,No,Yes,Yes,No,Yes,Yes,Yes,0
CUST-2943,Male,0,No,No,0,Yes,No,Month-to-month,No,Bank transfer (automatic),116.18,0.0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2944,Female,1,Yes,No,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,33.66,505.85,No,No,No,Yes,Yes,No,No,0
CUST-2945,Female,0,Yes,No,71,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),110.13,7921.36,Yes,No,No,Yes,Yes,No,No,1
CUST-2946,Male,0,No,Yes,45,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.82,3012.58,No,Yes,No,No,No,No,No,1
CUST-2947,Female,1,Yes,Yes,9,Yes,No,Two year,Yes,Electronic check,48.01,489.44,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2948,Female,0,Yes,Yes,32,Yes,Fiber optic,Month-to-month,No,Electronic check,93.2,3548.12,No,No,Yes,Yes,No,Yes,Yes,1
CUST-2949,Female,0,Yes,No,40,No,No,One year,No,Bank transfer (automatic),74.15,3021.36,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2950,Female,0,No,No,50,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),76.11,3991.35,Yes,No,Yes,Yes,No,No,Yes,0
CUST-2951,Male,0,Yes,No,21,Yes,DSL,One year,No,Electronic check,35.53,782.16,Yes,Yes,No,Yes,Yes,Yes,No,0
CUST-2952,Female,0,No,No,15,Yes,DSL,Month-to-month,Yes,Mailed check,86.58,1323.47,No,Yes,No,Yes,No,No,No,0
CUST-2953,Female,0,No,No,61,Yes,DSL,One year,Yes,Bank transfer (automatic),47.81,2912.52,No,No,Yes,Yes,Yes,Yes,Yes,0
CUST-2954,Female,0,No,Yes,52,Yes,Fiber optic,Two year,Yes,Credit card (automatic),54.0,2999.4,No,No,No,No,No,No,No,0
CUST-2955,Male,0,Yes,No,13,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),109.36,1315.58,Yes,No,Yes,No,Yes,No,Yes,1
CUST-2956,Male,0,No,Yes,58,Yes,Fiber optic,Month-to-month,Yes,Electronic check,36.29,1845.82,Yes,Yes,Yes,No,No,No,Yes,0
CUST-2957,Male,0,No,No,25,Yes,DSL,Two year,Yes,Electronic check,107.36,2769.86,Yes,No,No,No,No,No,No,0
CUST-2958,Male,0,No,No,43,Yes,No,Month-to-month,Yes,Mailed check,68.54,2488.29,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2959,Male,0,No,Yes,19,No,DSL,One year,No,Electronic check,36.19,656.69,No phone service,Yes,No,No,No,Yes,No,0
CUST-2960,Male,0,No,No,4,Yes,DSL,One year,Yes,Mailed check,99.82,445.5,No,No,No,Yes,No,No,Yes,0
CUST-2961,Male,0,Yes,Yes,64,Yes,DSL,Month-to-month,Yes,Credit card (automatic),83.83,4534.03,No,Yes,No,No,No,Yes,Yes,0
CUST-2962,Female,1,No,No,10,Yes,DSL,One year,No,Electronic check,53.11,633.56,Yes,No,No,No,No,No,No,0
CUST-2963,Female,0,Yes,Yes,46,Yes,No,Month-to-month,No,Credit card (automatic),48.47,2599.18,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2964,Female,0,Yes,No,9,Yes,DSL,Month-to-month,Yes,Electronic check,60.55,592.15,Yes,Yes,No,Yes,No,No,No,0
CUST-2965,Male,0,No,No,60,Yes,DSL,One year,No,Mailed check,31.94,1935.32,Yes,Yes,Yes,No,Yes,No,No,0
CUST-2966,Male,0,Yes,No,44,No,Fiber optic,Two year,No,Mailed check,99.58,4329.69,No phone service,No,No,No,No,No,No,0
CUST-2967,Male,0,Yes,No,46,Yes,Fiber optic,One year,Yes,Electronic check,46.25,1864.29,No,Yes,No,Yes,No,Yes,No,0
CUST-2968,Male,0,No,Yes,33,No,DSL,Two year,No,Mailed check,101.35,2984.8,No phone service,No,Yes,No,Yes,No,Yes,0
CUST-2969,Male,0,No,No,12,Yes,DSL,Month-to-month,Yes,Electronic check,91.75,1076.86,No,No,No,No,Yes,No,No,1
CUST-2970,Female,0,Yes,No,22,Yes,DSL,One year,No,Mailed check,112.9,2468.23,No,No,No,No,Yes,No,No,0
CUST-2971,Female,0,No,No,35,Yes,No,Month-to-month,No,Bank transfer (automatic),28.21,880.67,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2972,Male,0,Yes,No,62,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),53.34,3845.22,No,No,No,No,No,Yes,Yes,0
CUST-2973,Male,0,Yes,Yes,46,Yes,No,One year,Yes,Electronic check,80.95,3909.42,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2974,Male,1,Yes,No,65,Yes,DSL,Month-to-month,No,Mailed check,104.54,7586.37,No,Yes,No,Yes,Yes,No,Yes,0
CUST-2975,Male,0,Yes,No,13,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),33.89,354.26,No,No,Yes,No,No,Yes,No,1
CUST-2976,Female,0,Yes,No,52,Yes,Fiber optic,Two year,Yes,Credit card (automatic),104.82,4733.56,No,No,Yes,Yes,Yes,No,No,0
CUST-2977,Male,0,Yes,No,65,Yes,DSL,Two year,No,Mailed check,24.98,1362.97,No,Yes,Yes,No,Yes,No,Yes,0
CUST-2978,Male,1,No,Yes,48,Yes,Fiber optic,Month-to-month,No,Electronic check,65.92,2826.61,No,No,No,No,Yes,Yes,No,1
CUST-2979,Male,0,No,No,15,Yes,Fiber optic,Month-to-month,Yes,Mailed check,26.74,357.57,No,No,Yes,No,No,No,No,0
CUST-2980,Male,1,No,Yes,67,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),33.31,2316.33,No,Yes,Yes,No,Yes,No,No,0
CUST-2981,Female,1,No,No,42,Yes,Fiber optic,Two year,No,Bank transfer (automatic),96.13,4435.58,No,No,No,Yes,Yes,No,No,0
CUST-2982,Male,0,Yes,No,64,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),20.12,1201.39,Yes,No,No,No,No,No,Yes,1
CUST-2983,Male,0,No,Yes,8,Yes,No,Month-to-month,No,Electronic check,74.06,492.81,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2984,Female,0,No,No,20,Yes,No,One year,Yes,Credit card (automatic),28.13,617.85,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2985,Female,0,Yes,Yes,42,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.78,4249.14,Yes,Yes,Yes,Yes,Yes,No,No,1
CUST-2986,Female,0,Yes,No,65,Yes,DSL,Month-to-month,No,Credit card (automatic),99.47,6227.23,Yes,No,No,No,No,No,No,1
CUST-2987,Male,0,No,No,3,Yes,Fiber optic,Month-to-month,No,Electronic check,88.88,285.57,No,No,No,Yes,No,No,No,1
CUST-2988,Male,1,No,No,6,Yes,DSL,Two year,Yes,Bank transfer (automatic),94.22,575.77,No,No,Yes,No,Yes,Yes,Yes,0
CUST-2989,Female,0,No,No,57,Yes,DSL,Two year,No,Electronic check,77.62,4158.53,No,No,No,No,No,Yes,Yes,0
CUST-2990,Female,1,Yes,No,3,Yes,Fiber optic,Two year,Yes,Electronic check,67.04,213.53,No,No,No,Yes,Yes,No,Yes,0
CUST-2991,Female,0,Yes,Yes,19,Yes,Fiber optic,Month-to-month,No,Electronic check,59.47,1004.33,No,Yes,No,No,Yes,No,No,1
CUST-2992,Female,0,No,No,34,Yes,No,Two year,Yes,Mailed check,84.71,2372.05,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2993,Female,1,No,Yes,58,Yes,No,One year,Yes,Credit card (automatic),56.72,3937.42,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2994,Female,0,Yes,No,44,Yes,No,Month-to-month,Yes,Mailed check,18.53,756.0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
CUST-2995,Male,0,Yes,No,13,Yes,No,Two year,Yes,Electronic check,28.38,341.18,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-2996,Male,0,No,No,21,Yes,Fiber optic,One year,Yes,Electronic check,83.76,1663.0,Yes,No,No,Yes,No,No,No,1
CUST-2997,Male,0,No,Yes,47,Yes,DSL,One year,No,Electronic check,54.92,2498.89,Yes,No,No,Yes,No,Yes,Yes,0
CUST-2998,Female,0,Yes,Yes,29,Yes,Fiber optic,One year,No,Electronic check,117.7,2982.82,Yes,No,Yes,No,No,Yes,No,0
CUST-2999,Female,0,No,Yes,28,Yes,Fiber optic,Two year,No,Mailed check,53.82,1228.44,Yes,No,No,No,No,Yes,Yes,0
CUST-3000,Female,0,No,No,35,Yes,Fiber optic,Two year,No,Mailed check,29.15,1041.86,Yes,Yes,No,No,No,Yes,No,0
CUST-3001,Female,1,No,Yes,41,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),51.25,1911.7,Yes,Yes,Yes,No,No,Yes,Yes,0
CUST-3002,Female,0,Yes,No,28,Yes,No,Two year,Yes,Electronic check,87.28,2925.75,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-3003,Female,1,Yes,No,6,Yes,DSL,Two year,Yes,Bank transfer (automatic),71.34,494.22,No,No,Yes,No,No,Yes,No,1
CUST-3004,Male,0,No,No,31,Yes,DSL,Month-to-month,No,Credit card (automatic),79.58,2446.88,Yes,No,No,No,Yes,No,No,1
CUST-3005,Male,0,Yes,No,12,Yes,Fiber optic,Month-to-month,No,Mailed check,29.43,293.62,No,No,No,Yes,Yes,No,No,1
CUST-3006,Female,0,No,No,12,Yes,No,Month-to-month,No,Bank transfer (automatic),101.36,1075.42,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-3007,Male,0,No,Yes,53,Yes,DSL,Two year,Yes,Credit card (automatic),108.94,5618.21,No,No,Yes,No,No,No,No,0
CUST-3008,Female,1,Yes,No,13,Yes,No,One year,Yes,Electronic check,32.86,357.52,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-3009,Male,0,No,No,5,Yes,No,Month-to-month,Yes,Electronic check,81.18,486.31,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
CUST-3010,Female,0,No,Yes,15,Yes,DSL,Month-to-month,No,Mailed check,41.34,549.95,No,Yes,No,No,No,Yes,No,0
CUST-3011,Female,0,No,No,40,Yes,No,Two year,Yes,Mailed check,36.57,1344.93,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-3012,Male,0,Yes,No,51,Yes,DSL,Two year,Yes,Bank transfer (automatic),38.81,1911.42,No,No,No,Yes,No,No,Yes,0
CUST-3013,Male,1,No,Yes,15,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),70.64,1180.84,No,No,No,No,No,No,Yes,1
CUST-3014,Female,1,Yes,Yes,4,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),107.28,447.8,Yes,No,Yes,No,Yes,No,No,0
CUST-3015,Female,0,No,Yes,23,Yes,No,Two year,No,Mailed check,100.52,2716.95,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-3016,Male,0,No,No,42,Yes,Fiber optic,Month-to-month,Yes,Electronic check,32.66,1351.7,Yes,Yes,No,No,No,Yes,Yes,1
CUST-3017,Male,0,Yes,No,64,No,Fiber optic,Month-to-month,Yes,Mailed check,69.5,4306.5,No phone service,No,Yes,No,No,No,Yes,1
CUST-3018,Female,0,No,Yes,9,Yes,Fiber optic,One year,Yes,Electronic check,33.41,243.9,Yes,No,No,Yes,No,No,Yes,0
CUST-3019,Male,1,No,No,58,Yes,Fiber optic,One year,No,Electronic check,62.27,2940.83,Yes,No,No,No,No,Yes,Yes,1
CUST-3020,Female,0,Yes,No,34,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.78,2928.98,No,Yes,No,No,Yes,No,No,0
CUST-3021,Female,0,Yes,No,30,Yes,No,Two year,Yes,Credit card (automatic),99.81,2855.37,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-3022,Female,0,No,No,10,Yes,DSL,One year,Yes,Bank transfer (automatic),104.81,1019.54,Yes,Yes,No,No,No,No,Yes,1
CUST-3023,Female,1,Yes,Yes,8,Yes,Fiber optic,Month-to-month,No,Electronic check,21.03,167.39,Yes,No,Yes,Yes,Yes,No,No,0
CUST-3024,Male,0,Yes,No,65,Yes,DSL,Month-to-month,No,Credit card (automatic),87.52,6363.15,Yes,No,No,Yes,No,No,Yes,1
CUST-3025,Male,0,No,No,43,No,No,One year,No,Credit card (automatic),59.47,2772.6,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-3026,Male,0,No,No,15,Yes,DSL,Month-to-month,Yes,Credit card (automatic),67.99,817.46,No,No,No,No,Yes,No,No,0
CUST-3027,Male,0,No,Yes,47,Yes,DSL,One year,Yes,Electronic check,40.55,2218.95,Yes,No,Yes,Yes,No,No,Yes,0
CUST-3028,Male,0,Yes,Yes,52,Yes,No,Month-to-month,No,Electronic check,21.69,1009.61,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
CUST-3029,Male,0,Yes,No,64,Yes,Fiber optic,One year,No,Electronic check,102.21,6921.67,Yes,No,No,Yes,No,Yes,No,0
CUST-3030,Male,0,Yes,No,47,Yes,Fiber optic,Two year,Yes,Credit card (automatic),41.43,2138.68,No,Yes,Yes,No,No,Yes,Yes,0
CUST-3031,Female,0,No,No,69,Yes,No,Two year,No,Bank transfer (automatic),106.72,7768.88,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-3032,Male,0,No,No,45,No,Fiber optic,Two year,No,Electronic check,25.26,910.99,No phone service,No,No,No,No,No,No,0
CUST-3033,Male,0,Yes,Yes,32,No,DSL,Month-to-month,Yes,Credit card (automatic),59.3,2218.7,No phone service,Yes,No,Yes,No,Yes,Yes,0
CUST-3034,Female,0,Yes,No,51,Yes,DSL,Month-to-month,Yes,Mailed check,92.86,5505.84,Yes,Yes,Yes,No,Yes,Yes,Yes,0
CUST-3035,Male,0,No,Yes,54,Yes,Fiber optic,Two year,No,Bank transfer (automatic),44.05,2800.65,No,Yes,No,No,No,Yes,Yes,0
CUST-3036,Male,0,No,No,50,Yes,DSL,Month-to-month,No,Bank transfer (automatic),115.48,5035.05,No,Yes,Yes,No,Yes,No,No,0
CUST-3037,Female,0,Yes,No,39,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),82.32,3247.41,Yes,No,No,Yes,Yes,No,Yes,0
CUST-3038,Male,1,No,Yes,24,Yes,DSL,Month-to-month,Yes,Mailed check,40.1,1152.23,Yes,No,No,No,No,No,Yes,0
CUST-3039,Male,0,Yes,Yes,62,Yes,Fiber optic,Two year,No,Mailed check,98.01,5685.78,No,Yes,Yes,Yes,Yes,No,Yes,0
CUST-3040,Male,0,No,No,21,Yes,DSL,Two year,No,Electronic check,117.2,2345.33,No,Yes,Yes,No,No,No,Yes,1
CUST-3041,Female,0,No,No,37,Yes,Fiber optic,One year,No,Electronic check,43.28,1284.36,Yes,No,No,Yes,No,Yes,Yes,0
CUST-3042,Male,0,No,No,8,Yes,DSL,Two year,No,Credit card (automatic),100.91,814.22,No,No,No,Yes,No,No,Yes,0
CUST-3043,Male,0,Yes,No,36,Yes,DSL,One year,Yes,Credit card (automatic),116.47,4878.43,Yes,No,No,No,Yes,Yes,Yes,0
CUST-3044,Female,0,Yes,No,4,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),40.43,163.55,No,No,Yes,Yes,No,Yes,No,1
CUST-3045,Male,0,No,No,21,Yes,DSL,Month-to-month,No,Mailed check,41.82,1021.13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
CUST-3046,Female,0,Yes,No,11,Yes,No,Month-to-month,No,Electronic check,90.32,1017.14,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-3047,Female,0,No,No,59,No,Fiber optic,Two year,No,Mailed check,113.79,6552.95,No phone service,No,No,Yes,No,Yes,No,0
CUST-3048,Male,0,No,Yes,43,Yes,DSL,Month-to-month,No,Bank transfer (automatic),88.13,3155.59,Yes,No,No,Yes,Yes,Yes,Yes,1
CUST-3049,Female,0,No,Yes,21,Yes,No,One year,Yes,Electronic check,68.96,1506.03,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
CUST-3050,Female,0,No,No,5,No,Fiber optic,Two year,No,Mailed check,28.83,167.97,No phone service,No,No,No,No,No,Yes,0
CUST-3051,Male,0,No,No,26,Yes,Fiber optic,Month-to-month,Yes,Mailed check,111.15,2920.01,No,Yes,Yes,Yes,Yes,Yes,No,1
CUST-3052,Female,0,No,No,54,Yes,DSL,Month-to-month,No,Mailed check,25.19,1512.22,No,Yes,No,No,No,No,No,0
CUST-3053,Female,1,Yes,Yes,14,Yes,DSL,Two year,No,Bank transfer (automatic),39.51,575.3,No,No,Yes,No,No,No,No,0
CUST-3054,Male,0,Yes,Yes,63,Yes,Fiber optic,Month-to-month,No,Mailed check,63.55,3756.61,Yes,Yes,No,Yes,Yes,No,No,0
CUST-3055,Male,0,Yes,Yes,16,Yes,DSL,One year,Yes,Credit card (automatic),68.56,1144.32,No,Yes,Yes,Yes,No,Yes,Yes,0
CUST-3056,Male,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,Yes,Mailed check,23.8,48.78,No,No,Yes,Yes,Yes,No,Yes,0
CUST-3057,Female,1,No,No,9,Yes,Fiber optic,One year,No,Electronic check,26.52,224.83,No,No,Yes,Yes,No,Yes,No,0
CUST-3058,Male,0,No,No,62,Yes,DSL,Month-to-month,No,Electronic check,30.83,2023.44,Yes,No,Yes,No,No,Yes,No,1
CUST-3059,Female,0,No,No,62,Yes,No,Month-to-month,No,Bank transfer (automatic),22.24,1210.74,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-3060,Female,1,No,No,61,Yes,DSL,Month-to-month,No,Mailed check,116.48,6306.14,No,Yes,Yes,Yes,No,No,No,1
CUST-3061,Female,1,No,No,8,Yes,DSL,Month-to-month,Yes,Mailed check,42.16,369.16,No,No,Yes,No,No,Yes,No,1
CUST-3062,Female,0,No,Yes,23,Yes,No,Month-to-month,No,Credit card (automatic),106.64,2836.77,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-3063,Female,0,Yes,No,31,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),97.08,3477.48,No,No,No,Yes,No,No,No,0
CUST-3064,Female,0,No,No,2,Yes,No,One year,Yes,Electronic check,89.19,144.17,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
